Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN644_c0_g1_i5	3	21	0	1	sp	P98158	LRP2_RAT	27.6	185	110	7	497	1042	2787	2950	1e-06	57.4	LRP2_RAT	reviewed	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	Lrp2	Rattus norvegicus (Rat)	4660	aging [GO:0007568]; amyloid-beta clearance [GO:0097242]; animal organ regeneration [GO:0031100]; aorta development [GO:0035904]; cell population proliferation [GO:0008283]; cellular response to growth factor stimulus [GO:0071363]; chemoattraction of axon [GO:0061642]; coronary artery morphogenesis [GO:0060982]; coronary vasculature development [GO:0060976]; endocytic hemoglobin import into cell [GO:0020028]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; folate import across plasma membrane [GO:1904447]; forebrain development [GO:0030900]; heart development [GO:0007507]; hormone secretion [GO:0046879]; male gonad development [GO:0008584]; metal ion transport [GO:0030001]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of endopeptidase activity [GO:0010951]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of endocytosis [GO:0045807]; positive regulation of lipoprotein transport [GO:0140077]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of protein kinase B signaling [GO:0051897]; protein transport [GO:0015031]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; response to drug [GO:0042493]; response to leptin [GO:0044321]; response to retinoic acid [GO:0032526]; response to vitamin D [GO:0033280]; response to X-ray [GO:0010165]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; transcytosis [GO:0045056]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum development [GO:0003281]; vitamin metabolic process [GO:0006766]	apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; axon [GO:0030424]; axonal growth cone [GO:0044295]; brush border [GO:0005903]; brush border membrane [GO:0031526]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]	apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; axon [GO:0030424]; axonal growth cone [GO:0044295]; brush border [GO:0005903]; brush border membrane [GO:0031526]; cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; hemoglobin binding [GO:0030492]; hormone binding [GO:0042562]; insulin-like growth factor I binding [GO:0031994]; low-density lipoprotein particle receptor binding [GO:0050750]; PDZ domain binding [GO:0030165]; protein transporter activity [GO:0140318]; protein-containing complex binding [GO:0044877]; SH3 domain binding [GO:0017124]; signaling receptor activity [GO:0038023]; steroid hormone receptor binding [GO:0035258]; aging [GO:0007568]; amyloid-beta clearance [GO:0097242]; animal organ regeneration [GO:0031100]; aorta development [GO:0035904]; cell population proliferation [GO:0008283]; cellular response to growth factor stimulus [GO:0071363]; chemoattraction of axon [GO:0061642]; coronary artery morphogenesis [GO:0060982]; coronary vasculature development [GO:0060976]; endocytic hemoglobin import into cell [GO:0020028]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; folate import across plasma membrane [GO:1904447]; forebrain development [GO:0030900]; heart development [GO:0007507]; hormone secretion [GO:0046879]; male gonad development [GO:0008584]; metal ion transport [GO:0030001]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of endopeptidase activity [GO:0010951]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of endocytosis [GO:0045807]; positive regulation of lipoprotein transport [GO:0140077]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of protein kinase B signaling [GO:0051897]; protein transport [GO:0015031]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; response to drug [GO:0042493]; response to leptin [GO:0044321]; response to retinoic acid [GO:0032526]; response to vitamin D [GO:0033280]; response to X-ray [GO:0010165]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; transcytosis [GO:0045056]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum development [GO:0003281]; vitamin metabolic process [GO:0006766]	calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; hemoglobin binding [GO:0030492]; hormone binding [GO:0042562]; insulin-like growth factor I binding [GO:0031994]; low-density lipoprotein particle receptor binding [GO:0050750]; PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]; protein transporter activity [GO:0140318]; SH3 domain binding [GO:0017124]; signaling receptor activity [GO:0038023]; steroid hormone receptor binding [GO:0035258]	GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0003281; GO:0005509; GO:0005615; GO:0005737; GO:0005768; GO:0005783; GO:0005794; GO:0005886; GO:0005903; GO:0005905; GO:0006766; GO:0006897; GO:0006898; GO:0007507; GO:0007568; GO:0007605; GO:0008144; GO:0008283; GO:0008584; GO:0009897; GO:0009986; GO:0010165; GO:0010951; GO:0015031; GO:0016020; GO:0016021; GO:0016197; GO:0016324; GO:0017124; GO:0020028; GO:0030001; GO:0030139; GO:0030165; GO:0030424; GO:0030425; GO:0030492; GO:0030514; GO:0030900; GO:0031100; GO:0031526; GO:0031904; GO:0031994; GO:0032526; GO:0032991; GO:0033280; GO:0035258; GO:0035904; GO:0038023; GO:0042493; GO:0042562; GO:0043066; GO:0043235; GO:0044295; GO:0044321; GO:0044877; GO:0045056; GO:0045121; GO:0045177; GO:0045807; GO:0046879; GO:0050750; GO:0050769; GO:0051087; GO:0051897; GO:0060068; GO:0060976; GO:0060982; GO:0061156; GO:0061642; GO:0070447; GO:0071363; GO:0097242; GO:0140058; GO:0140077; GO:0140318; GO:1904447
TRINITY_DN34653_c0_g1_i1	6	3	0	2	sp	Q9SRX2	RL191_ARATH	66.2	160	54	0	55	534	1	160	3.9e-53	209.9	RL191_ARATH	reviewed	60S ribosomal protein L19-1 (Protein EMBRYO DEFECTIVE 2386)	RPL19A EMB2386 At1g02780 F22D16.23	Arabidopsis thaliana (Mouse-ear cress)	214	translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular region [GO:0005576]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; polysomal ribosome [GO:0042788]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular region [GO:0005576]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; polysomal ribosome [GO:0042788]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003729; GO:0003735; GO:0005576; GO:0005730; GO:0005829; GO:0005886; GO:0006412; GO:0009506; GO:0022625; GO:0022626; GO:0042788
TRINITY_DN22468_c0_g1_i1	0	0	84	3	sp	Q9ESJ0	XPO4_MOUSE	34.8	1151	555	8	29	2902	3	1151	1.7e-193	678.7	XPO4_MOUSE	reviewed	Exportin-4 (Exp4)	Xpo4 Kiaa1721	Mus musculus (Mouse)	1151	positive regulation of protein export from nucleus [GO:0046827]; protein export from nucleus [GO:0006611]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nuclear export signal receptor activity [GO:0005049]; positive regulation of protein export from nucleus [GO:0046827]; protein export from nucleus [GO:0006611]	nuclear export signal receptor activity [GO:0005049]	GO:0005049; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006611; GO:0046827
TRINITY_DN8534_c0_g1_i2	0	234	1	1	sp	O75844	FACE1_HUMAN	55.6	455	188	1	147	1469	16	470	6.9e-142	506.5	FACE1_HUMAN	reviewed	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24 FACE1 STE24	Homo sapiens (Human)	475	adult walking behavior [GO:0007628]; bone mineralization [GO:0030282]; CAAX-box protein processing [GO:0071586]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; CAMKK-AMPK signaling cascade [GO:0061762]; cardiac conduction [GO:0061337]; cardiac muscle fiber development [GO:0048739]; cardiac ventricle development [GO:0003231]; cellular lipid metabolic process [GO:0044255]; cellular response to gamma radiation [GO:0071480]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; growth plate cartilage development [GO:0003417]; hair follicle development [GO:0001942]; heart morphogenesis [GO:0003007]; histone H2A phosphorylation [GO:1990164]; histone H2B-K5 acetylation [GO:0043979]; hypomethylation of CpG island [GO:0044029]; inflammatory cell apoptotic process [GO:0006925]; kidney morphogenesis [GO:0060993]; liver development [GO:0001889]; maintenance of rDNA [GO:0043007]; multicellular organism growth [GO:0035264]; negative regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903799]; neuromuscular process [GO:0050905]; nuclear envelope organization [GO:0006998]; prenylated protein catabolic process [GO:0030327]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of bone mineralization [GO:0030500]; regulation of cell shape [GO:0008360]; regulation of cellular senescence [GO:2000772]; regulation of defense response to virus [GO:0050688]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of fibroblast proliferation [GO:0048145]; regulation of glucose metabolic process [GO:0010906]; regulation of histone H4-K16 acetylation [GO:2000618]; regulation of hormone metabolic process [GO:0032350]; regulation of lipid metabolic process [GO:0019216]; regulation of mitotic cell cycle DNA replication [GO:1903463]; regulation of multicellular organism growth [GO:0040014]; regulation of RNA polymerase II regulatory region sequence-specific DNA binding [GO:1903025]; regulation of stress-activated protein kinase signaling cascade [GO:0070302]; regulation of termination of RNA polymerase I transcription [GO:2000730]; regulation of TOR signaling [GO:0032006]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to DNA damage checkpoint signaling [GO:0072423]; thymus development [GO:0048538]; ventricular cardiac muscle tissue development [GO:0003229]	extracellular exosome [GO:0070062]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; protein-containing complex [GO:0032991]	extracellular exosome [GO:0070062]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; protein-containing complex [GO:0032991]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metalloexopeptidase activity [GO:0008235]; adult walking behavior [GO:0007628]; bone mineralization [GO:0030282]; CAAX-box protein processing [GO:0071586]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; CAMKK-AMPK signaling cascade [GO:0061762]; cardiac conduction [GO:0061337]; cardiac muscle fiber development [GO:0048739]; cardiac ventricle development [GO:0003231]; cellular lipid metabolic process [GO:0044255]; cellular response to gamma radiation [GO:0071480]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; growth plate cartilage development [GO:0003417]; hair follicle development [GO:0001942]; heart morphogenesis [GO:0003007]; histone H2A phosphorylation [GO:1990164]; histone H2B-K5 acetylation [GO:0043979]; hypomethylation of CpG island [GO:0044029]; inflammatory cell apoptotic process [GO:0006925]; kidney morphogenesis [GO:0060993]; liver development [GO:0001889]; maintenance of rDNA [GO:0043007]; multicellular organism growth [GO:0035264]; negative regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903799]; neuromuscular process [GO:0050905]; nuclear envelope organization [GO:0006998]; prenylated protein catabolic process [GO:0030327]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of bone mineralization [GO:0030500]; regulation of cell shape [GO:0008360]; regulation of cellular senescence [GO:2000772]; regulation of defense response to virus [GO:0050688]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of fibroblast proliferation [GO:0048145]; regulation of glucose metabolic process [GO:0010906]; regulation of histone H4-K16 acetylation [GO:2000618]; regulation of hormone metabolic process [GO:0032350]; regulation of lipid metabolic process [GO:0019216]; regulation of mitotic cell cycle DNA replication [GO:1903463]; regulation of multicellular organism growth [GO:0040014]; regulation of RNA polymerase II regulatory region sequence-specific DNA binding [GO:1903025]; regulation of stress-activated protein kinase signaling cascade [GO:0070302]; regulation of termination of RNA polymerase I transcription [GO:2000730]; regulation of TOR signaling [GO:0032006]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to DNA damage checkpoint signaling [GO:0072423]; thymus development [GO:0048538]; ventricular cardiac muscle tissue development [GO:0003229]	double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metalloexopeptidase activity [GO:0008235]	GO:0001889; GO:0001942; GO:0003007; GO:0003229; GO:0003231; GO:0003417; GO:0003690; GO:0004222; GO:0005637; GO:0006281; GO:0006508; GO:0006925; GO:0006998; GO:0007628; GO:0008235; GO:0008340; GO:0008360; GO:0010506; GO:0010906; GO:0016020; GO:0019216; GO:0030176; GO:0030282; GO:0030327; GO:0030500; GO:0032006; GO:0032350; GO:0032991; GO:0035264; GO:0040014; GO:0043007; GO:0043516; GO:0043979; GO:0044029; GO:0044255; GO:0046872; GO:0048145; GO:0048538; GO:0048739; GO:0050688; GO:0050905; GO:0060307; GO:0060993; GO:0061337; GO:0061762; GO:0070062; GO:0070302; GO:0071480; GO:0071586; GO:0072423; GO:1903025; GO:1903463; GO:1903799; GO:1990036; GO:1990164; GO:2000618; GO:2000730; GO:2000772
TRINITY_DN916_c1_g1_i12	0	27	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14577_c0_g1_i3	48	63	0	1	sp	O74835	RRP5_SCHPO	26	867	570	26	146	2605	30	871	1e-54	217.2	RRP5_SCHPO	reviewed	rRNA biogenesis protein rrp5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein rrp5) (U3 snoRNA-associated protein rrp5)	rrp5 SPCC1183.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1690	mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]	GO:0003723; GO:0005730; GO:0006364; GO:0006397; GO:0030515; GO:0032040; GO:0042134
TRINITY_DN880_c0_g1_i17	0	8	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN108947_c0_g1_i1	9	6	0	2	sp	Q18409	RSP6_CAEEL	39.5	86	45	3	125	382	4	82	8.8e-10	65.5	RSP6_CAEEL	reviewed	Probable splicing factor, arginine/serine-rich 6 (CeSRp20) (RNA-binding protein srp-1)	rsp-6 srp-1 C33H5.12	Caenorhabditis elegans	179	cell differentiation [GO:0030154]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; multicellular organism development [GO:0007275]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of DNA-templated transcription, termination [GO:0031554]; RNA splicing [GO:0008380]	nuclear speck [GO:0016607]; nucleus [GO:0005634]	nuclear speck [GO:0016607]; nucleus [GO:0005634]; RNA binding [GO:0003723]; cell differentiation [GO:0030154]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; multicellular organism development [GO:0007275]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of DNA-templated transcription, termination [GO:0031554]; RNA splicing [GO:0008380]	RNA binding [GO:0003723]	GO:0000381; GO:0000398; GO:0003723; GO:0005634; GO:0007275; GO:0008380; GO:0008406; GO:0016607; GO:0030154; GO:0031554; GO:0045292
TRINITY_DN2038_c1_g2_i1	14	16	0	2	sp	P0CT60	RL23A_SCHPO	71.9	139	38	1	42	455	1	139	7.1e-50	198.4	RL23A_SCHPO	reviewed	60S ribosomal protein L23-A	rpl2301 rpl23 rpl23a SPAC3G9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	139	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0005634; GO:0022625; GO:0070180
TRINITY_DN9490_c0_g1_i1	18	0	1	2	sp	Q40784	AAPC_CENCI	34.1	261	142	11	166	864	47	305	2.6e-25	117.9	AAPC_CENCI	reviewed	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Putative apospory-associated protein C)		Cenchrus ciliaris (Buffelgrass) (Pennisetum ciliare)	329	carbohydrate metabolic process [GO:0005975]		carbohydrate binding [GO:0030246]; glucose-6-phosphate 1-epimerase activity [GO:0047938]; carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; glucose-6-phosphate 1-epimerase activity [GO:0047938]	GO:0005975; GO:0030246; GO:0047938
TRINITY_DN3259_c0_g1_i4	89	29	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13456_c0_g1_i4	37	4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7204_c0_g1_i1	3	1	0	2	sp	P47816	PDCD2_RAT	30	353	154	11	42	899	11	337	6.4e-36	152.9	PDCD2_RAT	reviewed	Programmed cell death protein 2 (Zinc finger protein Rp-8)	Pdcd2 Rp8	Rattus norvegicus (Rat)	343	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; positive regulation of apoptotic process [GO:0043065]; positive regulation of hematopoietic stem cell proliferation [GO:1902035]; programmed cell death [GO:0012501]; regulation of hematopoietic progenitor cell differentiation [GO:1901532]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; metal ion binding [GO:0046872]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; positive regulation of apoptotic process [GO:0043065]; positive regulation of hematopoietic stem cell proliferation [GO:1902035]; programmed cell death [GO:0012501]; regulation of hematopoietic progenitor cell differentiation [GO:1901532]	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0005737; GO:0006915; GO:0006919; GO:0012501; GO:0019899; GO:0043065; GO:0046872; GO:1901532; GO:1902035
