Trinity_ID	178	359	463	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN10564_c0_g1_i1	0	14	0	2	sp	O61585	KTNB1_STRPU	42	174	99	1	460	981	519	690	9.3e-34	147.1	KTNB1_STRPU	reviewed	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	Strongylocentrotus purpuratus (Purple sea urchin)	690	cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; microtubule [GO:0005874]; spindle [GO:0005819]; spindle pole [GO:0000922]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; microtubule [GO:0005874]; spindle [GO:0005819]; spindle pole [GO:0000922]; microtubule binding [GO:0008017]; cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]	microtubule binding [GO:0008017]	GO:0000922; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007019; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301
TRINITY_DN21714_c0_g1_i1	0	18	0	2	sp	P98081	DAB_DROME	77.6	147	32	1	239	676	38	184	1.5e-60	237.3	DAB_DROME	reviewed	Protein disabled	Dab CG9695	Drosophila melanogaster (Fruit fly)	2224	cellularization [GO:0007349]; clathrin-dependent endocytosis [GO:0072583]; compound eye photoreceptor development [GO:0042051]; dorsal closure [GO:0007391]; motor neuron axon guidance [GO:0008045]; positive regulation of sevenless signaling pathway [GO:0045874]; synaptic vesicle endocytosis [GO:0048488]	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; presynapse [GO:0098793]	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; presynapse [GO:0098793]; sevenless binding [GO:0005118]; SH3 domain binding [GO:0017124]; cellularization [GO:0007349]; clathrin-dependent endocytosis [GO:0072583]; compound eye photoreceptor development [GO:0042051]; dorsal closure [GO:0007391]; motor neuron axon guidance [GO:0008045]; positive regulation of sevenless signaling pathway [GO:0045874]; synaptic vesicle endocytosis [GO:0048488]	sevenless binding [GO:0005118]; SH3 domain binding [GO:0017124]	GO:0005118; GO:0005737; GO:0005829; GO:0007349; GO:0007391; GO:0008045; GO:0017124; GO:0030424; GO:0042051; GO:0045874; GO:0048488; GO:0072583; GO:0098793
TRINITY_DN8979_c0_g1_i3	266	192	0	1	sp	Q9P2K8	E2AK4_HUMAN	31.1	1718	991	44	396	5282	26	1639	1.7e-169	599.4	E2AK4_HUMAN	reviewed	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649	adaptive immune response [GO:0002250]; cell cycle arrest [GO:0007050]; cellular response to amino acid starvation [GO:0034198]; cellular response to cold [GO:0070417]; cellular response to leucine starvation [GO:1990253]; cellular response to UV [GO:0034644]; defense response to virus [GO:0051607]; DNA damage checkpoint [GO:0000077]; eiF2alpha phosphorylation in response to endoplasmic reticulum stress [GO:0036492]; induction by virus of host autophagy [GO:0039520]; learning [GO:0007612]; long-term memory [GO:0007616]; negative regulation by host of viral genome replication [GO:0044828]; negative regulation of CREB transcription factor activity [GO:0032792]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of translational initiation [GO:0045947]; negative regulation of translational initiation in response to stress [GO:0032057]; neuron projection extension [GO:1990138]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of feeding behavior [GO:0060259]; regulation of translational initiation [GO:0006446]; regulation of translational initiation by eIF2 alpha phosphorylation [GO:0010998]; T cell activation involved in immune response [GO:0002286]; viral translation [GO:0019081]	cytosolic ribosome [GO:0022626]; polysome [GO:0005844]	cytosolic ribosome [GO:0022626]; polysome [GO:0005844]; ATP binding [GO:0005524]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; tRNA binding [GO:0000049]; adaptive immune response [GO:0002250]; cell cycle arrest [GO:0007050]; cellular response to amino acid starvation [GO:0034198]; cellular response to cold [GO:0070417]; cellular response to leucine starvation [GO:1990253]; cellular response to UV [GO:0034644]; defense response to virus [GO:0051607]; DNA damage checkpoint [GO:0000077]; eiF2alpha phosphorylation in response to endoplasmic reticulum stress [GO:0036492]; induction by virus of host autophagy [GO:0039520]; learning [GO:0007612]; long-term memory [GO:0007616]; negative regulation by host of viral genome replication [GO:0044828]; negative regulation of CREB transcription factor activity [GO:0032792]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of translational initiation [GO:0045947]; negative regulation of translational initiation in response to stress [GO:0032057]; neuron projection extension [GO:1990138]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of feeding behavior [GO:0060259]; regulation of translational initiation [GO:0006446]; regulation of translational initiation by eIF2 alpha phosphorylation [GO:0010998]; T cell activation involved in immune response [GO:0002286]; viral translation [GO:0019081]	ATP binding [GO:0005524]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; tRNA binding [GO:0000049]	GO:0000049; GO:0000077; GO:0002230; GO:0002250; GO:0002286; GO:0002821; GO:0004672; GO:0004674; GO:0004694; GO:0005524; GO:0005844; GO:0006446; GO:0006468; GO:0007050; GO:0007612; GO:0007616; GO:0010998; GO:0019081; GO:0022626; GO:0032057; GO:0032792; GO:0034198; GO:0034644; GO:0036492; GO:0039520; GO:0044828; GO:0045665; GO:0045947; GO:0046777; GO:0051607; GO:0060259; GO:0060733; GO:0070417; GO:0071264; GO:1900273; GO:1990138; GO:1990253
TRINITY_DN5291_c0_g2_i24	0	1	0	2	sp	Q24154	RL29_DROME	54.9	71	29	1	67	279	1	68	6.9e-11	68.9	RL29_DROME	reviewed	60S ribosomal protein L29 (L43)	RpL29 RpL43 CG10071	Drosophila melanogaster (Fruit fly)	76	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; chromatin binding [GO:0003682]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	chromatin binding [GO:0003682]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003682; GO:0003735; GO:0022625
TRINITY_DN63820_c0_g1_i1	336	469	0	1	sp	Q90YR7	RS7_ICTPU	64.9	111	36	2	36	359	5	115	7e-30	131.3	RS7_ICTPU	reviewed	40S ribosomal protein S7	rps7	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	194	chordate embryonic development [GO:0043009]; hemopoiesis [GO:0030097]; regulation of cell cycle [GO:0051726]; translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; chordate embryonic development [GO:0043009]; hemopoiesis [GO:0030097]; regulation of cell cycle [GO:0051726]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0030097; GO:0043009; GO:0051726
TRINITY_DN894_c0_g1_i35	14	2	0	3	sp	Q6GMC7	AK1A1_XENLA	51.2	328	147	4	111	1091	9	324	5.3e-92	340.1	AK1A1_XENLA	reviewed	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase)	akr1a1	Xenopus laevis (African clawed frog)	327	cellular detoxification of aldehyde [GO:0110095]	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; alcohol dehydrogenase (NADP+) activity [GO:0008106]; cellular detoxification of aldehyde [GO:0110095]	alcohol dehydrogenase (NADP+) activity [GO:0008106]	GO:0005829; GO:0008106; GO:0016324; GO:0110095
TRINITY_DN113091_c0_g1_i1	4	1	0	3	sp	Q98TF5	RL39_CHICK	77.6	49	11	0	36	182	1	49	1.1e-14	80.9	RL39_CHICK	reviewed	60S ribosomal protein L39	RPL39	Gallus gallus (Chicken)	51	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625
TRINITY_DN993_c0_g2_i1	5	5	0	1	sp	Q9XHS0	RS12_HORVU	49.6	137	62	1	77	466	1	137	4.8e-31	136	RS12_HORVU	reviewed	40S ribosomal protein S12	RPS12	Hordeum vulgare (Barley)	143	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN30373_c0_g1_i1	0	5	1	2	sp	Q9Y4C8	RBM19_HUMAN	34	567	298	12	752	2305	401	940	2.9e-80	301.6	RBM19_HUMAN	reviewed	Probable RNA-binding protein 19 (RNA-binding motif protein 19)	RBM19 KIAA0682	Homo sapiens (Human)	960	mRNA cis splicing, via spliceosome [GO:0045292]; multicellular organism development [GO:0007275]; positive regulation of embryonic development [GO:0040019]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA cis splicing, via spliceosome [GO:0045292]; multicellular organism development [GO:0007275]; positive regulation of embryonic development [GO:0040019]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	RNA binding [GO:0003723]	GO:0000381; GO:0003723; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0007275; GO:0016020; GO:0016607; GO:0040019; GO:0045292
TRINITY_DN7881_c1_g1_i5	27	34	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9696_c0_g1_i1	27	3	0	3	sp	O14325	YB7A_SCHPO	49.8	615	250	7	568	2235	155	769	9.2e-158	558.9	YB7A_SCHPO	reviewed	Uncharacterized AAA domain-containing protein C16E9.10c	SPBC16E9.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	779	positive regulation of telomerase activity [GO:0051973]; ribosomal large subunit export from nucleus [GO:0000055]; ribosome biogenesis [GO:0042254]	nucleolus [GO:0005730]; nucleus [GO:0005634]	nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; preribosome binding [GO:1990275]; positive regulation of telomerase activity [GO:0051973]; ribosomal large subunit export from nucleus [GO:0000055]; ribosome biogenesis [GO:0042254]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; preribosome binding [GO:1990275]	GO:0000055; GO:0005524; GO:0005634; GO:0005730; GO:0016887; GO:0042254; GO:0051973; GO:1990275
TRINITY_DN11884_c0_g1_i1	3	4	0	1	sp	Q8LC68	NRP2_ARATH	28.1	203	132	3	127	693	23	225	5.5e-21	103.2	NRP2_ARATH	reviewed	NAP1-related protein 2 (Nucleosome/chromatin assembly factor group A5) (Protein SET homolog 2)	NRP2 NFA5 At1g18800 F6A14.10	Arabidopsis thaliana (Mouse-ear cress)	255	double-strand break repair via homologous recombination [GO:0000724]; nucleosome assembly [GO:0006334]; somatic cell DNA recombination [GO:0016444]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; double-strand break repair via homologous recombination [GO:0000724]; nucleosome assembly [GO:0006334]; somatic cell DNA recombination [GO:0016444]	chromatin binding [GO:0003682]; histone binding [GO:0042393]	GO:0000724; GO:0003682; GO:0005634; GO:0005737; GO:0005829; GO:0006334; GO:0016444; GO:0042393
TRINITY_DN793_c0_g1_i1	272	208	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27209_c0_g1_i1	3	1	0	3	sp	Q43292	RL372_ARATH	67.4	89	29	0	48	314	1	89	7.1e-29	128.3	RL372_ARATH	reviewed	60S ribosomal protein L37-2	RPL37B At1g52300 F19K6.12	Arabidopsis thaliana (Mouse-ear cress)	95	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0005634; GO:0006412; GO:0019843; GO:0022625; GO:0022626; GO:0046872
TRINITY_DN108273_c0_g1_i1	6	8	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12600_c0_g1_i13	30	30	0	1	sp	Q8VHC8	MA2B1_CAVPO	48.1	1023	465	21	275	3307	34	1002	1.7e-252	874.4	MA2B1_CAVPO	reviewed	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B)	MAN2B1 MANB	Cavia porcellus (Guinea pig)	1007	mannose metabolic process [GO:0006013]	lysosome [GO:0005764]	lysosome [GO:0005764]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]	GO:0004559; GO:0005764; GO:0006013; GO:0030246; GO:0046872
TRINITY_DN8561_c2_g1_i1	0	6	1	2	sp	Q9FMU5	UTP18_ARATH	33.7	419	263	7	82	1299	127	543	2.2e-62	241.5	UTP18_ARATH	reviewed	U3 small nucleolar RNA-associated protein 18 homolog	At5g14050 MUA22.5	Arabidopsis thaliana (Mouse-ear cress)	546	rRNA processing [GO:0006364]	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]		GO:0006364; GO:0032040; GO:0034388; GO:0080008
TRINITY_DN88138_c0_g1_i6	1	1	0	1	sp	O88759	KCNS3_RAT	31.8	242	134	4	340	1017	187	413	6.8e-18	93.6	KCNS3_RAT	reviewed	Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)	Kcns3	Rattus norvegicus (Rat)	491	potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0005794; GO:0005829; GO:0008076; GO:0016021; GO:0034765; GO:0051260; GO:0071805
TRINITY_DN38_c0_g3_i1	4	5	0	1	sp	P42867	GPT_MOUSE	43.8	432	205	7	135	1412	11	410	2.9e-92	341.3	GPT_MOUSE	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	Dpagt1 Dpagt2 Gnpta	Mus musculus (Mouse)	410	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichol metabolic process [GO:0019348]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]; dolichol metabolic process [GO:0019348]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]	GO:0003975; GO:0003976; GO:0005789; GO:0006047; GO:0006487; GO:0006488; GO:0006489; GO:0008963; GO:0016020; GO:0016021; GO:0016757; GO:0019348; GO:0043231; GO:0046872
TRINITY_DN246_c0_g3_i1	29	10	1	3	sp	P18101	RL40_DROME	90.6	128	12	0	37	420	1	128	2.3e-61	236.5	RL40_DROME	reviewed	Ubiquitin-60S ribosomal protein L40 (CEP52) [Cleaved into: Ubiquitin; 60S ribosomal protein L40]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	cellular protein modification process [GO:0006464]; cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]; small ribosomal subunit [GO:0015935]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]; small ribosomal subunit [GO:0015935]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]; cellular protein modification process [GO:0006464]; cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412]; ubiquitin-dependent protein catabolic process [GO:0006511]	protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]	GO:0002181; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006464; GO:0006511; GO:0015935; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625
