yourlist:M20200825A94466D2655679D1FD8953E075198DA8554439Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
F1SPM8	F1SPM8	AAK1_PIG	reviewed	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	AAK1	Sus scrofa (Pig)	968
Q9LHN4	Q9LHN4	LPAT5_ARATH	reviewed	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 5 (EC 2.3.1.51) (Lysophosphatidyl acyltransferase 5)	LPAT5 LPAAT5 At3g18850 MCB22.2	Arabidopsis thaliana (Mouse-ear cress)	375
Q61880	Q61880	DMC1_MOUSE	reviewed	Meiotic recombination protein DMC1/LIM15 homolog	Dmc1 Dmc1h Lim15	Mus musculus (Mouse)	340
Q9QX15	Q9QX15	CA3A1_MOUSE	reviewed	Calcium-activated chloride channel regulator 3A-1 (EC 3.4.-.-)	Clca3a1 Clca1	Mus musculus (Mouse)	902
Q921U8	Q921U8	SMTN_MOUSE	reviewed	Smoothelin	Smtn Smsmo	Mus musculus (Mouse)	923
P53814	P53814	SMTN_HUMAN	reviewed	Smoothelin	SMTN SMSMO	Homo sapiens (Human)	917
P81623	P81623	ERP29_BOVIN	reviewed	Endoplasmic reticulum resident protein 29 (ERp29)	ERP29	Bos taurus (Bovine)	258
P45951	P45951	ARP_ARATH	reviewed	DNA-(apurinic or apyrimidinic site) endonuclease, chloroplastic (EC 3.1.-.-) (Apurinic endonuclease-redox protein)	ARP REF At2g41460 T26J13.5	Arabidopsis thaliana (Mouse-ear cress)	536
O64816	O64816	CSK2P_ARATH	reviewed	Casein kinase II subunit alpha-4, chloroplastic (CK2-alpha4) (EC 2.7.11.1) (Plastid-targeted casein kinase 2 alpha) (cpCK2alpha)	CKA4 At2g23070 F21P24.13	Arabidopsis thaliana (Mouse-ear cress)	432
P70081	P70081	H48_CHICK	reviewed	Histone H4 type VIII	H4-VIII	Gallus gallus (Chicken)	103
Q9CQS5	Q9CQS5	RIOK2_MOUSE	reviewed	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)	Riok2	Mus musculus (Mouse)	547
Q9BVS4	Q9BVS4	RIOK2_HUMAN	reviewed	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)	RIOK2 RIO2	Homo sapiens (Human)	552
Q8LES0	Q8LES0	ROCK1_ARATH	reviewed	UDP-N-acetylglucosamine transporter ROCK1 (CMP-sialic acid transporter 5) (CMP-SA-Tr 5) (CMP-Sia-Tr 5) (Protein REPRESSOR OF CYTOKININ DEFICIENCY 1)	ROCK1 At5g65000 MXK3.23	Arabidopsis thaliana (Mouse-ear cress)	325
P67998	P67998	KS6B1_RABIT	reviewed	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA)	RPS6KB1	Oryctolagus cuniculus (Rabbit)	525
Q6TJY3	Q6TJY3	KS6B1_BOVIN	reviewed	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1)	RPS6KB1	Bos taurus (Bovine)	527
P31230	P31230	AIMP1_MOUSE	reviewed	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	Aimp1 Emap2 Scye1	Mus musculus (Mouse)	310
Q8TEK3	Q8TEK3	DOT1L_HUMAN	reviewed	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (DOT1-like protein) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1L KIAA1814 KMT4	Homo sapiens (Human)	1537
Q6PER3	Q6PER3	MARE3_MOUSE	reviewed	Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)	Mapre3	Mus musculus (Mouse)	281
P19120	P19120	HSP7C_BOVIN	reviewed	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	HSPA8 HSC70	Bos taurus (Bovine)	650
Q5R7V3	Q5R7V3	ACBD5_PONAB	reviewed	Acyl-CoA-binding domain-containing protein 5	ACBD5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	525
Q6NYU7	Q6NYU7	UPP_DANRE	reviewed	Uracil phosphoribosyltransferase homolog	uprt zgc:77421	Danio rerio (Zebrafish) (Brachydanio rerio)	257
Q15678	Q15678	PTN14_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez)	PTPN14 PEZ PTPD2	Homo sapiens (Human)	1187
B9EKI3	B9EKI3	TMF1_MOUSE	reviewed	TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)	Tmf1 Ara160 Gm153	Mus musculus (Mouse)	1091
Q803F6	Q803F6	RSSA_DANRE	reviewed	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	rpsa lamr1	Danio rerio (Zebrafish) (Brachydanio rerio)	308
Q5UAP4	Q5UAP4	RSSA_BOMMO	reviewed	40S ribosomal protein SA		Bombyx mori (Silk moth)	306
Q5SRX1	Q5SRX1	TM1L2_MOUSE	reviewed	TOM1-like protein 2 (Target of Myb-like protein 2)	Tom1l2	Mus musculus (Mouse)	507
Q6ZVM7	Q6ZVM7	TM1L2_HUMAN	reviewed	TOM1-like protein 2 (Target of Myb-like protein 2)	TOM1L2	Homo sapiens (Human)	507
Q5ZK05	Q5ZK05	TOLIP_CHICK	reviewed	Toll-interacting protein	TOLLIP RCJMB04_14a3	Gallus gallus (Chicken)	274
O14602	O14602	IF1AY_HUMAN	reviewed	Eukaryotic translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	EIF1AY	Homo sapiens (Human)	144
E1C2I2	E1C2I2	GWL_CHICK	reviewed	Serine/threonine-protein kinase greatwall (GW) (GWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)	MASTL GW GWL	Gallus gallus (Chicken)	881
B1WAR9	B1WAR9	GWL_XENTR	reviewed	Serine/threonine-protein kinase greatwall (GW) (GWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)	mastl gw gwl	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	890
P97739	P97739	ECE1_CAVPO	reviewed	Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	ECE1	Cavia porcellus (Guinea pig)	754
P30044	P30044	PRDX5_HUMAN	reviewed	Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)	PRDX5 ACR1 SBBI10	Homo sapiens (Human)	214
Q8VHK9	Q8VHK9	DHX36_MOUSE	reviewed	ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH box protein 36) (MLE-like protein 1) (RNA helicase associated with AU-rich element ARE)	Dhx36 Ddx36 Kiaa1488 Mlel1	Mus musculus (Mouse)	1001
P29391	P29391	FRIL1_MOUSE	reviewed	Ferritin light chain 1 (Ferritin L subunit 1)	Ftl1 Ftl Ftl-1	Mus musculus (Mouse)	183
P84169	P84169	PSD13_CHICK	reviewed	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Gallus gallus (Chicken)	376
Q16587	Q16587	ZNF74_HUMAN	reviewed	Zinc finger protein 74 (Zinc finger protein 520) (hZNF7)	ZNF74 ZNF520	Homo sapiens (Human)	644
Q99PW4	Q99PW4	PRPK_MOUSE	reviewed	EKC/KEOPS complex subunit Tp53rk (EC 3.6.-.-) (Atypical serine/threonine protein kinase Tp53rk) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase)	Tp53rk Prpk Trp53rk	Mus musculus (Mouse)	244
Q8R1F6	Q8R1F6	HID1_MOUSE	reviewed	Protein HID1 (HID1 domain-containing protein) (Protein hid-1 homolog)	Hid1	Mus musculus (Mouse)	788
Q6ZWH5	Q6ZWH5	NEK10_HUMAN	reviewed	Serine/threonine-protein kinase Nek10 (EC 2.7.11.1) (Never in mitosis A-related kinase 10) (NimA-related protein kinase 10)	NEK10	Homo sapiens (Human)	1172
Q06136	Q06136	KDSR_HUMAN	reviewed	3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1) (FVT-1) (Short chain dehydrogenase/reductase family 35C member 1)	KDSR FVT1 SDR35C1	Homo sapiens (Human)	332
B2S889	B2S889	GLO2_BRUA1	reviewed	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB BAbS19_I18160	Brucella abortus (strain S19)	260
Q4GXG7	Q4GXG7	RL18_TIMBA	reviewed	60S ribosomal protein L18	RpL18	Timarcha balearica	188
O70497	O70497	FCN2_MOUSE	reviewed	Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin)	Fcn2 Fcnb	Mus musculus (Mouse)	314
Q9NQP4	Q9NQP4	PFD4_HUMAN	reviewed	Prefoldin subunit 4 (Protein C-1)	PFDN4 PFD4	Homo sapiens (Human)	134
B8JK39	B8JK39	ITA9_MOUSE	reviewed	Integrin alpha-9	Itga9	Mus musculus (Mouse)	1036
Q93571	Q93571	UBC25_CAEEL	reviewed	Ubiquitin-conjugating enzyme E2 25 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 25)	ubc-25 F25H2.8	Caenorhabditis elegans	387
Q7Z7E8	Q7Z7E8	UB2Q1_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)	UBE2Q1 NICE5 UBE2Q PRO3094	Homo sapiens (Human)	422
Q7TSS2	Q7TSS2	UB2Q1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Galactosyl transferase-associated protein) (GTAP) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)	Ube2q1 Ube2q	Mus musculus (Mouse)	422
O94915	O94915	FRYL_HUMAN	reviewed	Protein furry homolog-like (ALL1-fused gene from chromosome 4p12 protein)	FRYL AF4P12 KIAA0826	Homo sapiens (Human)	3013
Q9D7W4	Q9D7W4	TSN17_MOUSE	reviewed	Tetraspanin-17 (Tspan-17) (F-box only protein 23) (Tetraspan protein SB134) (Transmembrane 4 superfamily member 17)	Tspan17 Fbxo23 Tm4sf17	Mus musculus (Mouse)	270
Q17QJ5	Q17QJ5	TSN5_BOVIN	reviewed	Tetraspanin-5 (Tspan-5)	TSPAN5	Bos taurus (Bovine)	268
Q92734	Q92734	TFG_HUMAN	reviewed	Protein TFG (TRK-fused gene protein)	TFG	Homo sapiens (Human)	400
Q63ZQ1	Q63ZQ1	SEP2B_XENLA	reviewed	Septin-2B	sept2-b	Xenopus laevis (African clawed frog)	352
Q99757	Q99757	THIOM_HUMAN	reviewed	Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)	TXN2 TRX2	Homo sapiens (Human)	166
Q8IWX8	Q8IWX8	CHERP_HUMAN	reviewed	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	CHERP DAN26 SCAF6	Homo sapiens (Human)	916
Q8CGZ0	Q8CGZ0	CHERP_MOUSE	reviewed	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)	Cherp Scaf6	Mus musculus (Mouse)	936
Q9Y7X4	Q9Y7X4	YGRG_SCHPO	reviewed	Uncharacterized membrane protein C365.16	SPBC365.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	277
Q86T96	Q86T96	RN180_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF180 (EC 2.3.2.27) (RING finger protein 180) (RING-type E3 ubiquitin transferase RNF180)	RNF180	Homo sapiens (Human)	592
P27643	P27643	SP5K_BACSU	reviewed	Stage V sporulation protein K	spoVK spoVJ BSU17420	Bacillus subtilis (strain 168)	322
Q6Y288	Q6Y288	B3GLT_HUMAN	reviewed	Beta-1,3-glucosyltransferase (Beta3Glc-T) (EC 2.4.1.-) (Beta 3-glucosyltransferase) (Beta-3-glycosyltransferase-like)	B3GLCT B3GALTL B3GTL	Homo sapiens (Human)	498
Q0VAW7	Q0VAW7	ZN112_MOUSE	reviewed	Zinc finger protein 112 (Zfp-112)	Znf112 Zfp112	Mus musculus (Mouse)	879
Q4R4W5	Q4R4W5	IDI1_MACFA	reviewed	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	IDI1 QtrA-12624	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	227
Q5U317	Q5U317	FIP1_RAT	reviewed	Pre-mRNA 3'-end-processing factor FIP1 (FIP1-like 1 protein)	Fip1l1	Rattus norvegicus (Rat)	536
O74327	O74327	AVT5_SCHPO	reviewed	Vacuolar amino acid transporter 5	avt5 avt8 SPBC1685.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	420
P27742	P27742	ACVS_EMENI	reviewed	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase (EC 6.3.2.26) (Delta-(L-alpha-aminoadipyl)-L-cysteinyl-D-valine synthetase) (ACV synthetase) (ACVS)	acvA AN2621	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	3770
Q869Y7	Q869Y7	ODO2_DICDI	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	odhB dlst DDB_G0275029	Dictyostelium discoideum (Slime mold)	439
Q9Y3A3	Q9Y3A3	PHOCN_HUMAN	reviewed	MOB-like protein phocein (2C4D) (Class II mMOB1) (Mob1 homolog 3) (Mob3) (Mps one binder kinase activator-like 3) (Preimplantation protein 3)	MOB4 MOB3 MOBKL3 PHOCN PREI3 CGI-95	Homo sapiens (Human)	225
P28337	P28337	GCST_CHICK	reviewed	Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT)	AMT	Gallus gallus (Chicken)	392
Q6AYD3	Q6AYD3	PA2G4_RAT	reviewed	Proliferation-associated protein 2G4	Pa2g4	Rattus norvegicus (Rat)	394
P97789	P97789	XRN1_MOUSE	reviewed	5'-3' exoribonuclease 1 (mXRN1) (EC 3.1.13.-) (Protein Dhm2) (Strand-exchange protein 1 homolog)	Xrn1 Dhm2 Exo Sep1	Mus musculus (Mouse)	1719
Q71RC2	Q71RC2	LARP4_HUMAN	reviewed	La-related protein 4 (La ribonucleoprotein domain family member 4)	LARP4 PP13296	Homo sapiens (Human)	724
P00125	P00125	CY1_BOVIN	reviewed	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Bos taurus (Bovine)	325
Q9NR19	Q9NR19	ACSA_HUMAN	reviewed	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)	ACSS2 ACAS2	Homo sapiens (Human)	701
Q5ZK28	Q5ZK28	DPOD3_CHICK	reviewed	DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66)	POLD3 RCJMB04_13j10	Gallus gallus (Chicken)	461
Q8TEB9	Q8TEB9	RHBL4_HUMAN	reviewed	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (Rhomboid-like protein 4)	RHBDD1 RHBDL4 HSD-50 HSD50	Homo sapiens (Human)	315
Q05865	Q05865	FOLC_BACSU	reviewed	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC BSU28080	Bacillus subtilis (strain 168)	430
A9JTJ0	A9JTJ0	SIM15_XENLA	reviewed	Small integral membrane protein 15	smim15	Xenopus laevis (African clawed frog)	75
Q6DG99	Q6DG99	KCTD6_DANRE	reviewed	BTB/POZ domain-containing protein KCTD6	kctd6 zgc:91884	Danio rerio (Zebrafish) (Brachydanio rerio)	237
Q95K73	Q95K73	ELOV4_MACFA	reviewed	Elongation of very long chain fatty acids protein 4 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL4) (ELOVL fatty acid elongase 4) (ELOVL FA elongase 4) (Very long chain 3-ketoacyl-CoA synthase 4) (Very long chain 3-oxoacyl-CoA synthase 4)	ELOVL4 QtrA-14469	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	314
Q9GZR5	Q9GZR5	ELOV4_HUMAN	reviewed	Elongation of very long chain fatty acids protein 4 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL4) (ELOVL fatty acid elongase 4) (ELOVL FA elongase 4) (Very long chain 3-ketoacyl-CoA synthase 4) (Very long chain 3-oxoacyl-CoA synthase 4)	ELOVL4	Homo sapiens (Human)	314
Q7G191	Q7G191	ALDO4_ARATH	reviewed	Aldehyde oxidase 4 (AO-4) (AtAO-4) (AtAO2) (EC 1.2.3.1) (Benzaldehyde oxidase) (Indole-3-acetaldehyde oxidase) (IAA oxidase) (EC 1.2.3.7)	AAO4 AO2 At1g04580 T1G11.17	Arabidopsis thaliana (Mouse-ear cress)	1337
P53702	P53702	CCHL_MOUSE	reviewed	Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase)	Hccs Cchl	Mus musculus (Mouse)	272
Q5F339	Q5F339	CCHL_CHICK	reviewed	Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase)	HCCS RCJMB04_37l21	Gallus gallus (Chicken)	273
Q13123	Q13123	RED_HUMAN	reviewed	Protein Red (Cytokine IK) (IK factor) (Protein RER)	IK RED RER	Homo sapiens (Human)	557
O76483	O76483	GSTT7_ANOGA	reviewed	Glutathione S-transferase D7 (EC 2.5.1.18) (Aggst1-7) (GST class-theta) (Gst1-beta)	GstD7 GST1-7 AGAP004163	Anopheles gambiae (African malaria mosquito)	218
Q1W377	Q1W377	PMM_SOLLC	reviewed	Phosphomannomutase (EC 5.4.2.8) (LePMM)		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	252
Q8SVM5	Q8SVM5	PMM_ENCCU	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53 ECU05_0260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	256
Q7L099	Q7L099	RUFY3_HUMAN	reviewed	Protein RUFY3 (RUN and FYVE domain-containing protein 3) (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein) (Singar)	RUFY3 KIAA0871	Homo sapiens (Human)	469
E3P6P1	E3P6P1	CYT_CRYNI	reviewed	Cystatin		Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens)	141
Q62513	Q62513	ZN260_MOUSE	reviewed	Zinc finger protein 260 (Zfp-260)	Znf260 Zfp260	Mus musculus (Mouse)	407
Q9VJ87	Q9VJ87	CWC22_DROME	reviewed	Pre-mRNA-splicing factor CWC22 homolog (Nucampholin)	ncm CG12750	Drosophila melanogaster (Fruit fly)	1330
P11420	P11420	DA_DROME	reviewed	Protein daughterless	da CG5102	Drosophila melanogaster (Fruit fly)	710
P30985	P30985	HTF4_CHICK	reviewed	Transcription factor 12 (TCF-12) (Class A helix-loop-helix transcription factor GE1) (E-box-binding protein) (Transcription factor HTF-4) (Fragment)	TCF12 CTF4	Gallus gallus (Chicken)	657
Q80T11	Q80T11	USH1G_MOUSE	reviewed	Usher syndrome type-1G protein homolog (Jackson shaker protein) (Scaffold protein containing ankyrin repeats and SAM domain)	Ush1g Sans	Mus musculus (Mouse)	461
Q9Y5Y6	Q9Y5Y6	ST14_HUMAN	reviewed	Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein)	ST14 PRSS14 SNC19 TADG15	Homo sapiens (Human)	855
P25171	P25171	RCC1_DROME	reviewed	Regulator of chromosome condensation (Chromatin-binding protein Bj1) (Regulator of chromosome condensation 1 ortholog)	Rcc1 Bj1 CG10480	Drosophila melanogaster (Fruit fly)	547
Q6P1J9	Q6P1J9	CDC73_HUMAN	reviewed	Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)	CDC73 C1orf28 HRPT2	Homo sapiens (Human)	531
Q5ZLM0	Q5ZLM0	CDC73_CHICK	reviewed	Parafibromin (Cell division cycle protein 73 homolog)	CDC73 RCJMB04_5j4	Gallus gallus (Chicken)	531
Q6DFS6	Q6DFS6	CHM2A_XENTR	reviewed	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a)	chmp2a TNeu078g14.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	220
P34258	P34258	YKA7_CAEEL	reviewed	Uncharacterized protein B0303.7	B0303.7	Caenorhabditis elegans	493
Q5R5S1	Q5R5S1	FBX21_PONAB	reviewed	F-box only protein 21	FBXO21	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	621
A0JPG1	A0JPG1	F16B1_XENLA	reviewed	Protein FAM160B1	fam160b1	Xenopus laevis (African clawed frog)	744
Q9SRE0	Q9SRE0	5FCLL_ARATH	reviewed	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212 (Protein CLUSTERS OF ORTHOLOGOUS GROUP 212)	COG0212 At1g76730 F28O16.10	Arabidopsis thaliana (Mouse-ear cress)	354
Q1LUA8	Q1LUA8	EI3EB_DANRE	reviewed	Eukaryotic translation initiation factor 3 subunit E-B (eIF3e-B) (Eukaryotic translation initiation factor 3 subunit 6-B)	eif3eb eif3s6b si:ch211-129b17.1	Danio rerio (Zebrafish) (Brachydanio rerio)	446
C0HBT3	C0HBT3	RN146_SALSA	reviewed	E3 ubiquitin-protein ligase rnf146 (EC 2.3.2.27) (RING finger protein 146) (RING-type E3 ubiquitin transferase rnf146)	rnf146	Salmo salar (Atlantic salmon)	349
P13678	P13678	KPC3_DROME	reviewed	Protein kinase C (PKC) (EC 2.7.11.13) (dPKC98F)	Pkc98E Pkc3 CG1954	Drosophila melanogaster (Fruit fly)	739
Q7T3C6	Q7T3C6	CPSF5_DANRE	reviewed	Cleavage and polyadenylation specificity factor subunit 5 (Nudix hydrolase 21)	nudt21 cpsf5	Danio rerio (Zebrafish) (Brachydanio rerio)	228
Q3ZCA2	Q3ZCA2	CPSF5_BOVIN	reviewed	Cleavage and polyadenylation specificity factor subunit 5 (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21)	NUDT21 CPSF5	Bos taurus (Bovine)	227
Q6P632	Q6P632	NAA20_XENTR	reviewed	N-alpha-acetyltransferase 20 (EC 2.3.1.254) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit)	naa20 nat5	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	178
O42196	O42196	DNJC5_XENLA	reviewed	DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP) (Xcsp)	dnajc5	Xenopus laevis (African clawed frog)	197
P50538	P50538	MAD1_MOUSE	reviewed	Max dimerization protein 1 (Max dimerizer 1) (Protein MAD)	Mxd1 Mad Mad1	Mus musculus (Mouse)	227
Q9K6K1	Q9K6K1	RBSK_BACHD	reviewed	Ribokinase (RK) (EC 2.7.1.15)	rbsK BH3728	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	294
Q80W94	Q80W94	MOGT2_MOUSE	reviewed	2-acylglycerol O-acyltransferase 2 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 1-like) (Monoacylglycerol O-acyltransferase 2)	Mogat2 Dgat2l5 Mgat1l	Mus musculus (Mouse)	334
O68006	O68006	BACA_BACLI	reviewed	Bacitracin synthase 1 (BA1) [Includes: ATP-dependent cysteine adenylase (CysA) (Cysteine activase); ATP-dependent leucine adenylase (LeuA) (Leucine activase); ATP-dependent glutamate adenylase (GluA) (Glutamate activase); ATP-dependent isoleucine adenylase (IleA) (Isoleucine activase); Glutamate racemase (EC 5.1.1.3)]	bacA	Bacillus licheniformis	5255
Q2KIA5	Q2KIA5	DNM1L_BOVIN	reviewed	Dynamin-1-like protein (EC 3.6.5.5)	DNM1L	Bos taurus (Bovine)	749
O00429	O00429	DNM1L_HUMAN	reviewed	Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)	DNM1L DLP1 DRP1	Homo sapiens (Human)	736
Q5BJP9	Q5BJP9	PHYD1_RAT	reviewed	Phytanoyl-CoA dioxygenase domain-containing protein 1 (EC 1.-.-.-)	Phyhd1	Rattus norvegicus (Rat)	291
Q9I993	Q9I993	BCDO1_CHICK	reviewed	Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)	BCO1 BCDO BCMO1	Gallus gallus (Chicken)	526
Q9H063	Q9H063	MAF1_HUMAN	reviewed	Repressor of RNA polymerase III transcription MAF1 homolog	MAF1	Homo sapiens (Human)	256
Q6PGU2	Q6PGU2	MAF1_DANRE	reviewed	Repressor of RNA polymerase III transcription MAF1 homolog	maf1 zgc:63803	Danio rerio (Zebrafish) (Brachydanio rerio)	247
